MATLAB,Python,Difference,Relative Difference,MATLAB Derivative (Newton approx),Python Derivative (Newton Approximation),Difference,
1.7218,0.66351,1.05829,0.614640693,0.0353,0.01351,0.02179,
1.7264,0.66535,1.06105,0.614603836,0.0046,0.00184,0.00276,
1.7924,0.69085,1.10155,0.614569585,0.066,0.0255,0.0405,
1.8242,0.70305,1.12115,0.614599431,0.0318,0.0122,0.0196,
1.8268,0.70414,1.12266,0.614549038,0.0026,0.00109,0.00151,
1.8304,0.67191,1.15849,0.632915616,0.0036,-0.03223,0.03583,
1.8572,0.68182,1.17538,0.632875295,0.0268,0.00991,0.01689,
1.8436,0.6448,1.1988,0.650252087,-0.0136,-0.03703,0.02343,
1.8186,0.63599,1.18261,0.650288318,-0.025,-0.00881,-0.01619,
1.8216,0.63701,1.18459,0.650301669,0.003,0.00102,0.00198,
1.8212,0.63678,1.18442,0.650349115,-0.0004,-0.00023,-0.00017,
1.8677,0.65306,1.21464,0.650341876,0.0465,0.01627,0.03023,
1.8968,0.66335,1.23345,0.650278151,0.0291,0.0103,0.0188,
1.9024,0.66528,1.23712,0.650293404,0.0056,0.00193,0.00367,
1.8983,0.66382,1.23448,0.650310289,-0.0041,-0.00147,-0.00263,
1.916,0.66991,1.24609,0.650359983,0.0177,0.00609,0.01161,
1.9203,0.67138,1.24892,0.650377112,0.0043,0.00147,0.00283,
1.9303,0.67484,1.25546,0.650397954,0.01,0.00346,0.00654,
1.9288,0.67429,1.25451,0.650408711,-0.0015,-0.00055,-0.00095,
1.9349,0.67637,1.25853,0.650436947,0.0061,0.00208,0.00402,
1.9378,0.67741,1.26039,0.650422293,0.0029,0.00104,0.00186,
1.9542,0.68309,1.27111,0.650447816,0.0164,0.00568,0.01072,
1.966,0.68723,1.27877,0.650444739,0.0118,0.00413,0.00767,
1.9794,0.69189,1.28751,0.650455279,0.0134,0.00466,0.00874,
1.9506,0.68178,1.26882,0.650477667,-0.0288,-0.01011,-0.01869,
1.9879,0.6948,1.2931,0.650483372,0.0373,0.01303,0.02427,
1.9979,0.69843,1.29947,0.650417923,0.01,0.00363,0.00637,
1.9845,0.69369,1.29081,0.650445349,-0.0134,-0.00474,-0.00866,
2.0232,0.70713,1.31607,0.65049159,0.0387,0.01343,0.02527,
1.9742,0.68998,1.28422,0.650503379,-0.049,-0.01715,-0.03185,
1.9792,0.69168,1.28752,0.650523105,0.005,0.00171,0.00329,
1.9969,0.69779,1.29911,0.650564674,0.0177,0.0061,0.0116,
2.0014,0.66634,1.33506,0.667065484,0.0045,-0.03145,0.03595,
2.0111,0.66964,1.34146,0.667025689,0.0097,0.00331,0.00639,
1.9856,0.66117,1.32443,0.667019139,-0.0255,-0.00848,-0.01702,
1.9926,0.66359,1.32901,0.666974775,0.007,0.00242,0.00458,
1.9983,0.66537,1.33293,0.667033614,0.0057,0.00178,0.00392,
1.999,0.66562,1.33338,0.667022924,0.0007,0.00025,0.00045,
1.9973,0.665,1.3323,0.667048338,-0.0017,-0.00062,-0.00108,
2.0257,0.67446,1.35124,0.66704868,0.0284,0.00946,0.01894,
2.0417,0.67975,1.36195,0.667067976,0.016,0.00529,0.01071,
2.1497,0.71543,1.43427,0.66719372,0.108,0.03569,0.07231,
2.1354,0.6788,1.4566,0.682118115,-0.0143,-0.03663,0.02233,
2.1615,nan,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
0,0,,,,,,
